57,Centrifuge Modeling of the Seismic Performance of Pile-Reinforced Slopes,user2
58,Challenges and Trends in the Design of a New Air Interface,user1
59,Characterization of Modified Fischer–Tropsch Catalysts Promoted with Alkaline Metals for Higher Alcohol Synthesis,user1
60,Characterization of injury in isolated rat proximal tubules during cold incubation and rewarming,user1
61,Chromatographic models to predict the elution of ionizable analytes by organic modifier gradient in reversed phase liquid chromatography,user3
62,Chronic sublethal exposure to silver nanoparticles disrupts thyroid hormone signaling during Xenopus laevis metamorphosis,test
63,Circulation of the Turkish Straits System under interannual atmospheric forcing,user3
64,"""Clinical and Molecular Characteristics of Extended-Spectrum- β-Lactamase-Producing Escherichia coli Causing Bacteremia in the Rotterdam Area",test
65,Clock skew reduction in ASIC logic design: a methodology for clock tree management,test
66,Cluster Randomized Trial of Social Accountability Interventions in Cambodia,user2
67,Coexistence of spin-glass and ferromagnetic order in the ±J Heisenberg spin-glass model,user2
68,CogSport: Reliability and Correlation with Conventional Cognitive Tests Used in Postconcussion Medical Evaluations,test
69,Cognition in the days following concussion: comparison of symptomatic versus asymptomatic athletes,user2
70,Coherent state monitoring in quantum dots,user3
71,Collaboration changes both the content and the structure of memory: Building the architecture of shared representations.,user3
72,"""Combining a rainfall–runoff model and a regionalization approach for flood and water resource assessment in the western Po Valley",user1
73,Comparative Performances of Birnessite and Cryptomelane MnO2 as Electrode Material in Neutral Aqueous Lithium Salt for Supercapacitor Application,user3
74,Comparing the asymptotic power of exact tests in 2×2 tables,test
75,Computerised cognitive assessment of athletes with sports related head injury,user3
76,Condom Use Rather Than Serosorting Explains Differences in HIV Incidence Among Men Who Have Sex With Men,user2
77,Constrained and unconstrained Gibbs free energy minimization in reactive systems using genetic algorithm and differential evolution with tabu list,test
78,Construction and characterization of BAC libraries from major grapevine cultivars,user3
79,Contract design and supply chain management in the luxury jewellery industry,user3
80,Correction to Structural Characterization of a Model Gram-Negative Bacterial Surface Using Lipopolysaccharides from Rough Strains of Escherichia coli,user2
81,Correlates of Initial Recall of a Multimedia Communication Campaign to Promote Physical Activity among Tweens: the WIXX Campaign,user1
82,Corruption and Software Piracy: A Comparative Perspective,user3
83,Cost-Effectiveness of Intensive versus Standard Blood-Pressure Control,user3
84,Creativity and Lawbreaking,user1
85,Creativity and mental health in everyday life,user1
86,Creativity and schizophrenia.,test
87,Critical collapse in the spherically symmetric Einstein-Vlasov model,test
88,DOUBLE VERSUS SINGLE RENAL ALLOGRAFTS FROM AGED DONORS,user2
89,Decomposition of polynomials and approximate roots,user1
90,Deep eutectic solvents based on N-methylacetamide and a lithium salt as suitable electrolytes for lithium-ion batteries,user1
91,Delta: A new measure of agreement between two raters,user3
92,Design and construction of African swine fever virus chimeras incorporating foreign viral epitopes,user3
93,Detecting Anomalous Faces with 'No Peeking' Autoencoders,user3
94,Detecting Permanent and Intermittent Purchase Hotspots via Computational Stigmergy,user1
95,Detection of charcoal rot (Macrophomina phaseolina) toxin effects in soybean (Glycine max) seedlings using hyperspectral spectroscopy,user3
96,Deterioration and recovery of FRC after high temperature exposure,user1
97,Determinants of suicides in Denmark: Evidence from time series data,user3
98,Determination and Assessment of Optimum Internal Thermal Insulation for Masonry Walls in Historic Multifamily Buildings,user3
99,Determination of QCD condensates from τ decay data,user1
100,Determination of antioxidant additives in foodstuffs by direct measurement of gold nanoparticle formation using resonance light scattering detection,user1
101,Determination of monoamine neurotransmitters in zebrafish (Danio rerio) by gas chromatography coupled to mass spectrometry with a two-step derivatization,test
102,Determination of nanostructures and drug distribution in lipid nanoparticles by single molecule microscopy,test
103,"""Determination of polyphenolic content in beverages using laccase",user2
104,Determination of protein‐only RNase P interactome in Arabidopsis mitochondria and chloroplasts identifies a complex between PRORP1 and another NYN domain nuclease,user1
105,Determination of rapid Deccan eruptions across the Cretaceous‐Tertiary boundary using paleomagnetic secular variation: 2. Constraints from analysis of eight new sections and synthesis for a 3500‐m‐thick composite section,user2
106,Determination of rapid Deccan eruptions across the Cretaceous‐Tertiary boundary using paleomagnetic secular variation: Results from a 1200‐m‐thick section in the Mahabaleshwar escarpment,user3
107,Determination of reaction forces of a deck crane in wave motion using screw theory,user2
108,Determination of the Superconductor-Insulator Phase Diagram for One-Dimensional Wires,user2
109,Determination of the transport parameters of nanocrystalline CdSe:Cu thin films,user2
110,Developing a Nonstationary Computational Framework With Application to Modeling Dynamic Modulations in Neural Spiking Responses,user2
111,Developing new enrichment functions for crack simulation in orthotropic media by the extended finite element method,user3
112,"""Development and functional characterization of new antioxidant dietary fibers from pomegranate",test
113,Development and testing of a laser-based decontamination system,user1
114,"""Development and testing of three hybrid methods for the assessment of aquifer vulnerability to nitrates",user1
115,Development of CO2 liquefaction cycles for CO2 sequestration,user3
116,Development of MBA with specialisation in sustainable development,user2
117,Development of MBA with specialisation in sustainable development: The experience of Universiti Sains Malaysia,user2
118,Development of Nusselt number and friction factor correlations for the shell side of spiral-wound heat exchangers,user3
119,Development of a Comprehensive Microkinetic Model for Rh(bis(diazaphospholane))-Catalyzed Hydroformylation,test
120,Development of a Creatinine ELISA and an Amperometric Antibody-Based Creatinine Sensor with a Detection Limit in the Nanomolar Range,user3
121,Development of a SYBR Green real-time PCR assay with melting curve analysis for simultaneous detection and differentiation of canine adenovirus type 1 and type 2,user2
122,Development of a human-computer interface,user1
123,Development of a novel two-dimensional-SWZCC – Code for spectral/spatial optical CDMA system,user2
124,Development of a portable spectrofluorimeter for measuring the microbial spoilage of minced beef,user2
125,Development of a risk assessment tool for improving biosecurity on pig farms,user2
126,Development of a technique for recording the focal rod ERG,user2
127,Development of moment–rotation model equations for flush end-plate connections,user3
128,Development of smart gypsum composites by incorporating thermoregulating microcapsules,user2
129,Development of the Zuckerman–Kuhlman–Aluja Personality Questionnaire (ZKA–PQ): A Factor/Facet Version of the Zuckerman–Kuhlman Personality Questionnaire (ZKPQ),test
130,Development of thermoresponsive poly(propylene-g-N-isopropylacrylamide) non-woven 3D scaffold for smart cell culture using oxyfluorination-assisted graft polymerisation,user2
131,Development trends in the Azerbaijan oil and gas sector: Achievements and challenges,user3
132,Developmental mechanisms underlying polydactyly in the mouse mutant Doublefoot,user3
133,Developmental patterning by gradients of mobile small RNAs,user1
134,Deviations from Off-Diagonal Long-Range Order in One-Dimensional Quantum Systems,user1
135,Deviations from Rutherford elastic scattering cross sections for Cu and Zn with He ions,user3
136,Diabetes complications in childhood and adolescent onset type 2 diabetes—a review,test
137,Diagnosis of growth hormone deficiency in the paediatric and transitional age,user2
138,Diagnostic Accuracy of Diffusion-Weighted Magnetic Resonance Imaging Versus Positron Emission Tomography/Computed Tomography for Early Response Assessment of Liver Metastases to Y90-Radioembolization,test
139,Diagnostics of porous structure and assessment of catalytic activity of natural zeolite in styrene polymerization reaction,user3
140,Dianionic Complexes with Hexacoordinate Silicon(IV) or Germanium(IV) and Three Bidentate Ligands of the Hydroximato(2−) Type: Syntheses and Structural Characterization in the Solid State,user1
141,"""Diazonium salt-mediated synthesis of new amino",test
142,Differences by sex in IgG levels following infant and childhood vaccinations: An individual participant data meta-analysis of vaccination studies,user2
143,Differences in bioactive protein and vitamin status of milk from certified organic and conventional farms,user1
144,Differences in ischemic damage between young and old hearts — Effects of blood cardioplegia,test
145,Differences in spatial resolution and contrast sensitivity of flight control in the honeybees Apis cerana and Apis melliferaDifferences in spatial resolution and contrast sensitivity of flight control in the honeybees Apis cerana and Apis melliferaDifferences in spatial resolution and contrast sensitivity of flight control in the honeybees Apis cerana and Apis mellifera,test
146,Differences in the Heritability of Growth and Growth Velocity During Infancy and Associations With FTO Variants,test
147,Different Mutagenic Potential of HIV-1 Restriction Factors APOBEC3G and APOBEC3F Is Determined by Distinct Single-Stranded DNA Scanning Mechanisms,user2
148,Differential roles for cortical versus sub-cortical noradrenaline and modulation of impulsivity in the rat,user1
149,"""Differentiation of abilities",user1
150,Dimensional Pathological Personality Predicting Personality Disorders: Comparison of the DAPP-BQ and PID-5 Shortened Versions in a Spanish Community Sample,user1
151,Dimensionality of the Rosenberg Self-Esteem Scale and Its Relationships With the Three-and the Five-Factor Personality Models,user1
152,Direct democracy and resource allocation: Experimental evidence from Afghanistan,user3
153,Discharge coefficients for flow through holes normal to a rotating shaft,test
154,Discrete phase numerical model and experimental study of hybrid nanofluid heat transfer and pressure drop in plate heat exchanger,user1
155,Dispersal of thermophilic beetles across the intercontinental Arctic forest belt during the early Eocene,user1
156,Does history of concussion affect current cognitive status?,user2
157,Drug resistance in papillary RCC: from putative mechanisms to clinical practicalities,user1
158,Drug-like properties and complete physicochemical profile of pyrazine‑2‑amidoxime: A combined multi-experimental and computational studies,test
159,Durchführung einer nahtlosen Anastomose für aortale Venengraftanschlüsse führt nicht zu einer Verbesserung des neuropsychologischen Outcomes,test
160,Dynamic flood modeling: combining Hurst and Gumbel's approach,user1
161,Dynamic modelling and force analysis of a knuckle boom crane using screw theory,test
162,Dynamics of CAG repeat loci revealed by the analysis of their variability,user2
163,Dynamics of luffing motion of a flexible knuckle boom crane actuated by hydraulic cylinders,user2
164,Econom\'etrie et Machine Learning,user2
165,Effect of Femoral Head Size on Metal-on-HXLPE Hip Arthroplasty Outcome in a Combined Analysis of Six National and Regional Registries,user2
166,"""Effect of MAP storage on chemical",user3
167,Effect of doping on transport properties of nanocrystalline CdSe thin film,user1
168,Effect of doping on trapping center parameters in nanocrystalline CdSe thin films,user3
169,Effect of morphology on the superconductor-insulator transition in one-dimensional nanowires,user2
170,Effect of production season on protein fraction content in milk of various breeds of goats in Poland,user3
171,Effectiveness of physical activity interventions for older adults: a review1,user2
172,Effects of Estrogen on Global Gene Expression: Identification of Novel Targets of Estrogen Action,test
173,Effects of pleasant-activities manipulation on depression.,user3
174,Effects of re-curing on microstructure of concrete after high temperature exposure,test
175,Effects of re-curing on residual mechanical properties of concrete after high temperature exposure,user3
176,"""Efficacy of a long-acting formulation of ivermectin against Psoroptes ovis (Hering",user3
177,Electoral Rules and Political Selection: Theory and Evidence from a Field Experiment in Afghanistan,user3
178,Electoral Rules and the Quality of Politicians: Theory and Evidence from a Field Experiment in Afghanistan,user1
179,Electric Field Effects on Absorption and Fluorescence Spectra of Trimethylsilyl- and Trimethylsilylethynyl-Substituted Compounds of Pyrene in a PMMA Film,user3
180,Electro-Optics of Conventional and Inverted Thick Junction Organic Solar Cells,user1
181,Empowering Women through Development Aid: Evidence from a Field Experiment in Afghanistan,user2
182,Enantioselective Organocatalytic Partial Transfer Hydrogenation of Lactone-Fused Quinolines,test
183,"""Enantioselective transfer hydrogenation",test
184,Energetic and Exergetic Performances of Plate Heat Exchanger Using Brine-Based Hybrid Nanofluid for Milk Chilling Application,user1
185,Energy consumption reduction in CO2 capturing and sequestration of an LNG plant through process integration and waste heat utilization,user2
186,Energy-Economic Analysis of Plate Evaporator using Brine-based Hybrid Nanofluids as Secondary Refrigerant,user2
187,Enforced adenoviral vector-mediated expression of HOXB4 in human umbilical cord blood cd34+ cells promotes myeloid differentiation but not proliferation,user1
188,Engineered self-assembling monolayers for label free detection of influenza nucleoprotein,user2
189,Engineering Ni–Mo–S Nanoparticles for Hydrodesulfurization,user1
190,Engineering dielectric constants in organic semiconductors,test
191,Enhancing biologically inspired swarm behavior: metaheuristics to foster the optimization of UAVs coordination in target search,user1
192,Enhancing the thermal comfort of fabrics for the footwear industry,user3
193,Er3+/Yb3+-activated silica–titania planar waveguides for EDPWAs fabricated by rf-sputtering,user1
194,"""Erratum: Quark-mixing renormalization effects in the determination of the CKM parameters |Vij| [Phys. Rev. D 79",test
195,Establishing the Stages and Processes of Change for Weight Loss by Consensus of Experts,test
196,Estimated dietary intake of nitrate and nitrite from meat consumed in Fiji,user2
197,Estimation of structural and sorption characteristics of activated bentonite,user3
198,Evaluation of stochastic global optimization methods for modeling vapor–liquid equilibrium data,user1
199,Evidence for miR-548c-5p regulation of FOXC2 transcription through a distal genomic target site in human podocytes,user2
200,Evidence in development of sustainability reporting: a case of a developing country,test
201,Evidence of instantaneous dynamic triggering during the seismic sequence of year 2000 in south Iceland,user3
202,Evidence supporting a role for astrocytes in the regulation of cognitive flexibility and neuronal oscillations through the Ca2+ binding protein S100β,user3
203,Evolving Prosocial and Sustainable Neighborhoods and Communities,user1
204,Expansion of Natural Na+– and Ca2+–Montmorillonites in the Presence of NaCl and Surfactant Solutions,user2
205,Experimental verification of neutron phenomenology in lead and of transmutation by adiabatic resonance crossing in accelerator driven systems: A summary of the TARC Project at CERN,test
206,Experimentation on effect of particle ratio on hydrothermal performance of plate heat exchanger using hybrid nanofluid,test
207,Explicit forms of the trace formula for GL(2),user1
208,Exploiting Fluorescence Lifetime Plasticity in FLIM: Target Molecule Localization in Cells and Tissues,test
209,Exploring individual and contextual factors contributing to tobacco cessation intervention implementation,user1
210,Extended Scale-Free Networks,user1
211,External Electric Field Effects on Fluorescence of Pyrene Butyric Acid in a Polymer Film: Concentration Dependence and Temperature Dependence,test
212,Face recognition on partially occluded images using compressed sensing,test
213,Facilitating ecosystem assembly: Plant-soil interactions as a restoration tool,user2
214,Factors that influence array layout on wave energy farms,test
215,Families of polynomials and their specializations,user3
216,Fates and furies: Using novels to support the education of nurses and family therapists,user3
217,Feasibility study for the treatment of municipal wastewater by using a hybrid bio-solar process,user1
218,Feeding ecology and ingestion of plastic fragments by Priacanthus arenatus: What's the fisheries contribution to the problem?,test
219,Field Trial of LTE eMBMS Network for TV Distribution: Experimental Results and Analysis,user2
220,Film formation of coatings studied by diffusing-wave spectroscopy,user3
221,First measurements with the Madrid 5 MV tandem accelerator,user2
222,Fluid Collections in and Around the Pancreas in Acute Pancreatitis,user1
223,Fluid flow and seismicity pattern: Evidence from the 1997 Umbria‐Marche (central Italy) seismic sequence,test
224,Food by-products as potential antioxidant and antimicrobial additives in chill stored raw lamb patties,test
225,Functional analysis of the grapevine paralogs of the SMG7 NMD factor using a heterolog VIGS-based gene depletion-complementation system,test
226,Gender quotas and the quality of politicians,user1
227,Genetic ancestry as an effect modifier of naltrexone in smoking cessation among African Americans: an analysis of a randomized controlled trial,user2
228,Genetic and environmental correlations between various anthropometric and blood pressure traits among adult Samoans,user3
229,Gene‐by‐age effects on BMI from birth to adulthood: The fels longitudinal study,test
230,Global non-quadratic D -stabilization of Takagi–Sugeno systems with piecewise continuous membership functions,test
231,Gradient retention prediction of acid–base analytes in reversed phase liquid chromatography: A simplified approach for acetonitrile–water mobile phases,user3
232,Gram-positive cocci in Dutch ICUs with and without selective decontamination of the oropharyngeal and digestive tract: a retrospective database analysis,user1
233,Ground vibrations due to seismic detonation in oil exploration,user3
234,Ground vibrations due to seismic detonation of a buried source,user3
235,Growth-Melt Asymmetry in Crystals and Twelve-Sided Snowflakes,test
236,"""Gun control and suicide: The impact of state firearm regulations in the United States",user2
237,Has renewable energy induced competitive behavior in the Spanish electricity market?,user2
238,High contrast sensitivity for visually guided flight control in bumblebees,user2
239,High paracellular nutrient absorption in intact bats is associated with high paracellular permeability in perfused intestinal segmentsHigh paracellular nutrient absorption in intact bats is associated with high paracellular permeability in perfused intestinal segmentsHigh paracellular nutrient absorption in intact bats is associated with high paracellular permeability in perfused intestinal segments,user2
240,High performance concrete under elevated temperatures,user3
241,Holocene paleolimnological reconstruction of a high altitude Colombian tropical lake,test
242,Hospitality quality: new directions and new challenges,test
243,How To Control the Crystalline Structure of Supracrystals of 5-nm Silver Nanocrystals,test
244,Hubert's multi‐rater kappa revisited,test
245,"""Human glioblastoma ADF cells express tyrosinase",user2
246,Hybrid 1-D dielectric microcavity: Fabrication and spectroscopic assessment of glass-based sub-wavelength structures,user2
247,Hydrogenolysis of glycerol over a highly active CuO/ZnO catalyst prepared by an oxalate gel method: influence of solvent and reaction temperature on catalyst deactivation,user2
248,IEEE Vehicular Technology Magazine WWRF journal series [From the guest Editors],test
249,Identification and Characterization of Frontal Lobe Degeneration: Historical Perspective on the Development of FTD,user3
250,Immunisation against Panleucopenia: Early development of immunity,user3
251,"""Impact of carrier filling ratio on oxygen uptake & transfer rate",user2
252,Impact of intercurrent illness on calcium homeostasis in children with hypoparathyroidism: a case series,user3
253,Impact of legislative reform on benefit access and disability duration in workers' compensation: an interrupted time series study,test
254,Impact of twisted alignment on the smectic layer structure of ferroelectric liquid crystal,user1
255,Improved extrinsic polymer optical fiber sensors for gamma-ray monitoring in radioprotection applications,user3
256,In Praise of Convergent Thinking,user1
257,"""In Utero and Lactational 2",user2
258,In situ generation of ammonia for the copper-catalyzed synthesis of primary aminoquinolines,user2
259,In vivo phenotypic and molecular characterization of retinal degeneration in mouse models of three ciliopathies,user3
260,Incidence of complications in young-onset diabetes: Comparing type 2 with type 1 (the young diab study),test
261,Including root reinforcement variability in a probabilistic 3D stability model,test
262,Income inequality games,user1
263,Incorporating fabrication cost into topology optimization of discrete structures and lattices,user1
264,"""Increase of sexually transmitted infections",test
265,Industrial energy usage in Australia and the potential for implementation of solar thermal heat and power,user2
266,Inferences about a linear combination of proportions,user1
267,Influence of the electrical sliding speed on friction and wear processes in an electrical contact copper–stainless steel,user3
268,Influence of the microstructure on the magnetoresistance of manganite thin films,test
269,Initial recall and understanding of a multimedia communication campaign to promote physical activity among tweens: A process evaluation study,user3
270,"""Injured worker experiences of insurance claim processes and return to work: a national",test
271,Insights from life history theory for an explicit treatment of trade‐offs in conservation biology,test
272,"""Insulin-like Growth Factor-I Signaling Mechanisms",user3
273,Integrable Floquet Hamiltonian for a Periodically Tilted 1D Gas,user3
274,Integrating the human sciences to evolve effective policies,user2
275,Interaction between phospholipids and new Gemini catanionic surfactants having anti-HIV activity,user2
276,"""Interactions among impulsiveness",test
277,Internal Migrations in France in the Nineteenth Century,user3
278,Internal consistency reliability and construct validity of the Attitude toward Muslim Proximity Index (AMPI): a measure of social distance,user3
279,Internal marketing of attitudes in Caribbean tourism,test
280,"""Interplay Between Triplet-",user2
281,Intrinsic Vibrational Coherence in Face-Centered Cubic Supra-Crystals of Silver Nanocrystals: Raman Scattering Measurements,user2
282,Investigating Glutamatergic Mechanism in Attention and Impulse Control Using Rats in a Modified 5-Choice Serial Reaction Time Task,user3
283,Investigation of array robustness to sensor failure,user1
284,Irreducibility of Hypersurfaces,user3
285,Is green energy expensive? Empirical evidence from the Spanish electricity market,user3
286,Isotope Effects in the Resonant Inelastic Soft X-ray Scattering Maps of Gas-Phase Methanol,user3
287,Large Scale Flows in the Solar Convection Zone,user3
288,Large triangular single crystals formed by mild annealing of self-organized silver nanocrystals,user2
289,Laser decontamination and decomposition of PCB-containing paint,user1
290,Laser decontamination of epoxy painted concrete surfaces in nuclear plants,user1
291,Learning Analytics Made in France: The METALproject,user2
292,Let the Voters Choose Women,test
293,Life Cycle Greenhouse Gas Emissions of Current Oil Sands Technologies: GHOST Model Development and Illustrative Application,user1
294,Lipid Membranes Carrying Lipophilic Cholesterol-Based Oligonucleotides—Characterization and Application on Layer-by-Layer Coated Particles,user2
295,"""Lipophilic Oligonucleotides Spontaneously Insert into Lipid Membranes",user2
296,Live Weight Estimation of Donkeys in Central México from Measurement of Thoracic Circumference,user3
297,Logistics and supply chain management in luxury fashion retail: Empirical investigation of Italian firms,user2
298,Low HIV-testing rates and awareness of HIV infection among high-risk heterosexual STI clinic attendees in The Netherlands,test
299,Magnetic Resonance Imaging Findings After Percutaneous Irreversible Electroporation of Liver Metastases: A Systematic Longitudinal Study,test
300,Magnetic confinement of the solar tachocline,user2
301,"""Magnetism",user1
302,Managing organizational knowledge as a strategic asset,user1
303,Mapping 245 SSR markers on the Vitis vinifera genome: a tool for grape genetics,user3
304,"""Mass Distribution Analysis of Spheroid Manuports",user1
305,Mass Transfer and Volume Changes in French Fries During Air Frying,user1
306,Meandering bed development time: Formulation and related experimental testing,test
307,Measuring Physical Activity of Older Adults via Smartwatch and Stigmergic Receptive Fields,user3
308,Measuring variety reduction along the supply chain: The variety gap model,user3
309,Mechanism of Enhanced HIV Restriction by Virion Coencapsidated Cytidine Deaminases APOBEC3F and APOBEC3G,user1
310,Mesoscopic magnetomechanical hysteresis in a magnetorheological elastomer,user1
311,"""Metabolic bone disease of prematurity: causes",user2
312,Methods for the experimental characterization and analysis of the efficiency and speed of chromatographic columns: A step-by-step tutorial,test
313,MicroRNA mimics that target the placental renin–angiotensin system inhibit trophoblast proliferation,test
314,Microarray based analysis of temperature and oxidative stress induced messenger RNA in Schistosoma mansoni,test
315,Microwave Maceration of Pinot Noir Grape Must: Sanitation and Extraction Effects and Wine Phenolics Outcomes,user2
316,Milk production and grazing behaviour responses of Alpine dairy goats to daily access time to pasture or to daily pasture allowance on temperate pastures in spring,test
317,Milk substrates influence proteolytic activity of Pseudomonas fluorescens strains,user2
318,Mitogenicity of isolectins isolated from Phaseolus vulgaris L. var. athropurpurea in rat spleen lymphocytes,user3
319,"""Mn-analcime: Synthesis",test
320,Modeling Contra-Rotating Turbomachinery Components for Engine Performance Simulations: The Geared Turbofan With Contra-Rotating Core Case,user1
321,Modeling earthquake dynamics,user3
322,Modeling realized volatility on the Spanish intra-day electricity market,user3
323,"""Modelling massive sulphate aerosol pollution",user2
324,"""Modelling of transport and biogeochemical processes in pollution plumes: Vejen landfill",user1
325,Modelling of transport and biogeochemical processes in pollution plumes: literature review and model development,test
326,Modelling the mercury removal from polluted waters by using TOMAC microcapsules considering the metal speciation,user1
327,Modification of Nanocellulose with a Xyloglucan–RGD Conjugate Enhances Adhesion and Proliferation of Endothelial Cells: Implications for Tissue Engineering,user3
328,Modulation of IGF-Binding Protein-2 and -3 in Hyperoxic Injury in Developing Rat Lung,user1
329,Moisture sorption isotherms – Experimental and mathematical investigations of orange (Citrus sinensis) peel and leaves,user1
330,Molecular Orientation of Tropoelastin is Determined by Surface Hydrophobicity,user2
331,Molecular epidemiology of canine adenovirus type 1 and type 2 in free-ranging red foxes (Vulpes vulpes) in Italy,user1
332,Monitoring bluetongue disease (BTV-1) epidemic in southern Spain during 2007,user2
333,Monitoring volatile compounds during dry-cured ham ripening by solid-phase microextraction coupled to a new direct-extraction device,user2
334,Monotonic and cyclic behaviour of lightweight concrete beams with and without steel fiber reinforcement,user2
335,Monte Carlo analysis of the long-lived fission product neutron capture rates at the Transmutation by Adiabatic Resonance Crossing (TARC) experiment,user1
336,Multi-analytical studies about physico-chemical properties of Ni(II)-vitamin B6 coordination compounds and their CT-DNA interactions,user2
337,Multi-functional heat pumps integration in power plants for CO2 capture and sequestration,user2
338,Multi-rater delta: extending the delta nominal measure of agreement between two raters to many raters,user3
339,Multicultural Validation of the Zuckerman–Kuhlman–Aluja Personality Questionnaire Shortened Form (ZKA-PQ/SF) Across 18 Countries,user3
340,Multiobjective Optimal Location of FACTS Shunt-Series Controllers for Power System Operation Planning,test
341,"""Multiple choice tests: Power",user1
342,Multivariate Archimax copulas,user3
343,Multi‐micronutrient Sprinkles including a low dose of iron provided as microencapsulated ferrous fumarate improves haematologic indices in anaemic children: a randomized clinical trial,user1
344,Nanodynamics of Dendritic Core–Multishell Nanocarriers,test
345,Narrowband light detection via internal quantum efficiency manipulation of organic photodiodes,user2
346,Natural Gas Decarbonization as Tool for Greenhouse Gases Emission Control,user1
